Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
project-1-team-8,com.sismics.reader.rest,TestSecurity,testHeaderBasedAuthentication,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
project-1-team-8,com.sismics.reader.rest,TestStarredResource,testStarredResource,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
project-1-team-8,com.sismics.reader.rest,TestUserResource,testUserResource,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 29
project-1-team-8,com.sismics.reader.rest,TestUserResource,testUserResourceAdmin,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
project-1-team-8,com.sismics.reader.rest,TestAppResource,testAppResource,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
project-1-team-8,com.sismics.reader.rest,TestAppResource,testMapPortResource,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.
project-1-team-8,com.sismics.reader.rest,TestAppResource,testLogResource,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionAddResource,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 45
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testArticleDate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testDeletedArticle,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 21
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionSynchronizationResource,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionImportOpml,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionImportOpml,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.model.context.AppContext.waitForAsync; com.sismics.reader.core.model.context.AppContext.getInstance
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionImportTakeout,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionImportTakeout,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.model.context.AppContext.waitForAsync; com.sismics.reader.core.model.context.AppContext.getInstance
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testIssue110,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testIssue119,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testIssue119,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.
