Project Name,Package Name,Type Name,Method Name,Code Smell
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testDeletedArticle,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testDeletedArticle,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionImportOpml,Long Statement
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionImportOpml,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionImportTakeout,Long Statement
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionImportTakeout,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionImportTakeout,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testIssue110,Long Statement
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testIssue119,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testIssue119,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testIssue119,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testIssue119,Magic Number
project-1-team-8,com.sismics.reader.rest,BaseJerseyTest,setUp,Magic Number
project-1-team-8,com.sismics.reader.rest,BaseJerseyTest,startHttpServer,Long Statement
project-1-team-8,com.sismics.reader.rest,BaseJerseyTest,startHttpServer,Magic Number
project-1-team-8,com.sismics.reader.rest,BaseJerseyTest,createUser,Long Statement
project-1-team-8,com.sismics.reader.rest,BaseJerseyTest,assertIsOk,Magic Number
project-1-team-8,com.sismics.reader.rest,BaseJerseyTest,assertIsBadRequest,Magic Number
project-1-team-8,com.sismics.reader.rest,BaseJerseyTest,assertIsForbidden,Magic Number
project-1-team-8,com.sismics.rest.exception,ServerException,ServerException,Long Statement
project-1-team-8,com.sismics.rest.exception,ForbiddenClientException,ForbiddenClientException,Long Statement
project-1-team-8,com.sismics.rest.util,ValidationUtil,validateLength,Long Parameter List
project-1-team-8,com.sismics.rest.util,ValidationUtil,validateLength,Long Statement
project-1-team-8,com.sismics.rest.util,ValidationUtil,validateLength,Long Statement
project-1-team-8,com.sismics.rest.util,ValidationUtil,validateAlphanumeric,Long Statement
project-1-team-8,com.sismics.util.filter,TokenBasedSecurityFilter,extractAuthToken,Long Statement
project-1-team-8,com.sismics.util.filter,TokenBasedSecurityFilter,isTokenExpired,Long Statement
project-1-team-8,com.sismics.util.filter,TokenBasedSecurityFilter,isTokenExpired,Magic Number
project-1-team-8,com.sismics.util.filter,TokenBasedSecurityFilter,isTokenExpired,Magic Number
project-1-team-8,com.sismics.util.filter,HeaderBasedSecurityFilter,init,Long Statement
project-1-team-8,com.sismics.util.filter,RequestContextFilter,addFileLogger,Magic Number
project-1-team-8,com.sismics.util.filter,RequestContextFilter,doFilter,Magic Number
project-1-team-8,com.sismics.util.filter,RequestContextFilter,doFilter,Magic Number
project-1-team-8,com.sismics.util.filter,RequestContextFilter,doFilter,Magic Number
project-1-team-8,com.sismics.util.filter,RequestContextFilter,doFilter,Magic Number
project-1-team-8,com.sismics.reader.rest.descriptor,JerseyTestWebAppDescriptorFactory,build,Long Statement
